seed,lr,damping,global_episode,total_steps,train_mean_reward,eval_mean_reward,time_seconds,grad_norm,condition_number
4000,5.0,0.01,10,145,14.5,14.06,10.097105979919434,0.03042626871741336,2.016938768673122
4000,5.0,0.01,20,349,20.4,11.31,22.77016019821167,0.03303283797348017,3.3899011398825682
4000,5.0,0.01,30,533,18.4,9.55,34.43619704246521,0.045976017790798074,2.1731430931890943
4000,5.0,0.01,40,759,22.6,9.6,48.37850213050842,0.017865738954420344,2.0867647261058275
4000,5.0,0.01,50,932,17.3,9.76,59.92941093444824,0.01007981332827905,2.814282201604041
4000,5.0,0.01,60,1129,19.7,10.87,72.76871180534363,0.03799944624485318,2.8301736856769084
4000,5.0,0.01,70,1415,28.6,13.01,90.49745297431946,0.02797006981709684,3.0730521104651443
4000,5.0,0.01,80,1665,25.0,25.9,107.61909604072571,0.04064484413964297,3.9376414512954367
4000,5.0,0.01,90,1821,15.6,32.45,120.94628405570984,0.019438124136451927,4.82476013156388
4000,5.0,0.01,100,2140,31.9,500.0,207.36263298988342,0.033590408751170905,5.651533447343121
2000,5.0,0.01,10,185,18.5,67.28,19.52337908744812,0.049373624121995696,3.9328999369522446
2000,5.0,0.01,20,537,35.2,27.25,42.423768043518066,0.03390147290020573,3.2764030117724254
2000,5.0,0.01,30,845,30.8,85.62,71.2913990020752,0.020509388370420538,5.281581459185774
2000,5.0,0.01,40,1269,42.4,63.31,102.56517291069031,0.019905605022856723,4.5765930858603845
2000,5.0,0.01,50,1734,46.5,51.63,134.4570038318634,0.03901310836339223,3.746817610571801
2000,5.0,0.01,60,2096,36.2,85.39,165.25746393203735,0.016678733725195547,3.443149456489018
2000,5.0,0.01,70,2475,37.9,44.08,191.45820593833923,0.02913418779056292,4.189206954052364
2000,5.0,0.01,80,2925,45.0,315.9,260.68748688697815,0.021880407072831082,3.400401681510802
2000,5.0,0.01,90,3438,51.3,96.73,303.1355619430542,0.02027752371730773,5.491541353695084
2000,5.0,0.01,100,3862,42.4,150.68,346.6790030002594,0.030537760575797723,5.387211038220183
2000,5.0,0.01,110,4467,60.5,225.52,410.01683807373047,0.03400015060073993,4.497288299010582
2000,5.0,0.01,120,5144,67.7,187.82,472.8303039073944,0.021594401711471204,5.341753359839385
2000,5.0,0.01,130,5894,75.0,138.42,531.6770160198212,0.013593729280527517,4.414317092868463
2000,5.0,0.01,140,6587,69.3,492.67,636.6895849704742,0.025645882870495566,4.3008097126705165
3000,5.0,0.01,10,178,17.8,33.19,14.194041013717651,0.02455793544899589,1.932061522454108
3000,5.0,0.01,20,471,29.3,56.46,37.739606857299805,0.02211843149753395,1.8783325469123393
3000,5.0,0.01,30,760,28.9,33.7,57.949097871780396,0.045755403266188495,2.075734345289126
3000,5.0,0.01,40,987,22.7,42.55,76.40201807022095,0.04357907228833407,2.0033267710084153
3000,5.0,0.01,50,1255,26.8,39.18,96.4298927783966,0.014023407428089425,2.3090498114310605
3000,5.0,0.01,60,1610,35.5,36.08,120.96976399421692,0.05108019562494385,2.602599346813237
3000,5.0,0.01,70,1851,24.1,38.43,139.65183687210083,0.04450611187719834,2.74114335013652
3000,5.0,0.01,80,2248,39.7,26.81,164.6744499206543,0.03305560036985773,2.2088250413278017
3000,5.0,0.01,90,2586,33.8,38.67,188.53934478759766,0.03030048730242227,2.017519576319537
3000,5.0,0.01,100,2944,35.8,41.41,213.8167679309845,0.01423942476762221,2.5409509649201367
3000,5.0,0.01,110,3267,32.3,43.37,237.91057085990906,0.026703044041736044,2.1192218251424766
3000,5.0,0.01,120,3675,40.8,42.03,265.58232975006104,0.013739355311987712,2.7948549727144982
3000,5.0,0.01,130,4001,32.6,40.36,289.63059091567993,0.015122006588223524,2.27170132490891
3000,5.0,0.01,140,4450,44.9,42.42,320.1358268260956,0.025029268488228004,2.3962392642832024
3000,5.0,0.01,150,4774,32.4,40.46,342.80184602737427,0.0306505031596025,2.495272700972681
3000,5.0,0.01,160,5181,40.7,41.5,370.96564769744873,0.015421245994004096,3.1101406184393103
3000,5.0,0.01,170,5809,62.8,40.45,410.11037588119507,0.010907244966549004,2.1106575249305335
3000,5.0,0.01,180,6162,35.3,40.91,435.9361238479614,0.009055000758465503,2.4485941808093825
3000,5.0,0.01,190,6599,43.7,20.66,462.99317383766174,0.03528295742816608,2.2655753813623987
3000,5.0,0.01,200,6961,36.2,14.53,485.10467767715454,0.010505581844595144,2.2651742235063477
3000,5.0,0.01,210,7158,19.7,36.95,501.7880308628082,0.04186568125680707,3.3731513062645853
3000,5.0,0.01,220,7421,26.3,41.43,522.356175661087,0.035068372842830695,2.139608494035739
3000,5.0,0.01,230,7841,42.0,26.17,549.2401328086853,0.03430051577340318,2.0726747190513692
3000,5.0,0.01,240,8088,24.7,28.21,567.2098150253296,0.03283803727721491,2.3702284737606183
3000,5.0,0.01,250,8524,43.6,37.63,596.0993278026581,0.03443274315660149,2.8135698496222
3000,5.0,0.01,260,8908,38.4,37.76,622.8248708248138,0.0053514298179161675,2.402957766985251
3000,5.0,0.01,270,9354,44.6,41.71,652.2317488193512,0.029796398971164016,2.4474513437753007
3000,5.0,0.01,280,9708,35.4,42.14,677.6261239051819,0.014402294594239438,2.3475083718134617
3000,5.0,0.01,290,10061,35.3,41.78,703.1878128051758,0.021630883202629063,2.7282343240746205
3000,5.0,0.01,300,10440,37.9,10.0,725.5794837474823,0.0772892966834748,2.5194984614582587
3000,5.0,0.01,310,10603,16.3,31.08,739.3697657585144,0.04017026100833338,3.071338874852359
3000,5.0,0.01,320,10898,29.5,37.88,761.0494477748871,0.01869844752413152,2.086388675880787
3000,5.0,0.01,330,11317,41.9,37.92,789.0006210803986,0.05323438014096308,2.7471491542831847
3000,5.0,0.01,340,11649,33.2,43.29,813.3486618995667,0.025627650065848464,2.2558123509390087
3000,5.0,0.01,350,11915,26.6,40.62,833.597993850708,0.013058921667982424,2.1037245647289127
3000,5.0,0.01,360,12264,34.9,34.05,857.1881217956543,0.05052075462906926,2.154480891857756
3000,5.0,0.01,370,12528,26.4,34.85,876.8138909339905,0.06789721789337712,2.450280211932076
3000,5.0,0.01,380,12858,33.0,40.4,900.8984618186951,0.049728442689079146,2.174056892216054
3000,5.0,0.01,390,13293,43.5,40.83,931.2130007743835,0.029917578814335356,2.594941256709728
3000,5.0,0.01,400,13626,33.3,26.06,953.1743187904358,0.034681917330324934,2.0908205795283754
3000,5.0,0.01,410,13832,20.6,41.72,970.6065928936005,0.05092866384972172,2.1973173408174214
3000,5.0,0.01,420,14143,31.1,42.81,993.6760058403015,0.010444304435513705,2.2269253567817637
3000,5.0,0.01,430,14517,37.4,40.3,1019.7297887802124,0.0244287008872722,2.4224586794082623
3000,5.0,0.01,440,14868,35.1,41.29,1044.9179556369781,0.01732936972417309,2.667604585882265
3000,5.0,0.01,450,15170,30.2,40.62,1067.4103727340698,0.023881245163965777,2.4151765519871216
3000,5.0,0.01,460,15536,36.6,42.77,1093.2201929092407,0.009767737180198133,2.376168951232661
3000,5.0,0.01,470,15843,30.7,41.29,1116.0529987812042,0.013315640594059937,2.246515314416013
3000,5.0,0.01,480,16220,37.7,41.71,1142.2572379112244,0.010227780938510274,2.532439379959647
3000,5.0,0.01,490,16689,46.9,40.61,1172.9556300640106,0.03102495760845582,2.319014384214338
3000,5.0,0.01,500,17110,42.1,39.23,1201.4825298786163,0.03432079548647174,2.5659418372215437
1000,5.0,0.01,10,180,18.0,34.49,14.52156376838684,0.05008335079992824,4.447724598968048
1000,5.0,0.01,20,389,20.9,17.5,28.728616952896118,0.03879865740376239,3.3629346359834287
1000,5.0,0.01,30,592,20.3,73.74,50.500118017196655,0.05330182152983007,2.4767306621277743
1000,5.0,0.01,40,921,32.9,99.97,82.72619700431824,0.02760125077105621,4.395473625751166
1000,5.0,0.01,50,1160,23.9,140.12,115.42703890800476,0.027653248134259394,2.723747888459778
1000,5.0,0.01,60,1535,37.5,282.15,173.4059498310089,0.01383098129572266,2.565934787071058
1000,5.0,0.01,70,1901,36.6,288.02,233.15844702720642,0.013369775200856223,4.118474704260639
1000,5.0,0.01,80,2249,34.8,147.68,273.33322286605835,0.033774216547690084,4.486852063961025
1000,5.0,0.01,90,2647,39.8,16.77,297.906112909317,0.04929890628796542,4.545154350724835
1000,5.0,0.01,100,2872,22.5,23.24,314.03976607322693,0.07392678676753028,6.978714545936399
1000,5.0,0.01,110,3096,22.4,375.95,379.2996437549591,0.03431609953043264,3.944000765970192
1000,5.0,0.01,120,3483,38.7,53.39,407.6186728477478,0.04969214367724446,4.864645914218866
1000,5.0,0.01,130,3769,28.6,40.61,429.07563996315,0.06400327231986273,3.2321960337707805
1000,5.0,0.01,140,4167,39.8,44.6,457.2923357486725,0.010406664722184787,3.506317780309552
1000,5.0,0.01,150,4612,44.5,62.26,489.72426176071167,0.027248728132914322,2.8528534312952254
1000,5.0,0.01,160,5046,43.4,32.79,518.0328860282898,0.037276292698776546,3.0884030987596667
1000,5.0,0.01,170,5474,42.8,244.78,575.0196108818054,0.05236627379635666,2.4420875153383896
1000,5.0,0.01,180,5873,39.9,88.08,608.704381942749,0.027723990340817153,4.087973800849052
1000,5.0,0.01,190,6211,33.8,106.68,641.6678278446198,0.011648483160614094,3.2442157088294574
1000,5.0,0.01,200,6592,38.1,153.33,683.3775300979614,0.01483872173474736,3.9522767468718007
1000,5.0,0.01,210,7074,48.2,201.83,737.0615291595459,0.011271085926173747,3.3135689666576704
1000,5.0,0.01,220,7567,49.3,117.15,780.4661440849304,0.025735526200088715,3.1866510634350305
1000,5.0,0.01,230,7956,38.9,152.08,822.8715131282806,0.03303545831117701,3.3982917281207023
1000,5.0,0.01,240,8408,45.2,88.72,860.0256459712982,0.042856161681598164,3.203461977991659
1000,5.0,0.01,250,8841,43.3,115.36,900.1689720153809,0.020243443130024037,3.6592712953209037
1000,5.0,0.01,260,9190,34.9,124.05,937.8355929851532,0.03763249392324181,3.6022190738726034
1000,5.0,0.01,270,9662,47.2,211.97,992.8028311729431,0.005391020217927531,4.377312497935021
1000,5.0,0.01,280,10015,35.3,44.82,1018.1015648841858,0.028617527422781366,4.546496332232018
1000,5.0,0.01,290,10370,35.5,32.97,1042.0566380023956,0.04631615425385484,3.2936821601727906
1000,5.0,0.01,300,10678,30.8,50.51,1065.7577090263367,0.058441003660996145,2.775468737508834
1000,5.0,0.01,310,11109,43.1,54.23,1096.3674800395966,0.012368338443308747,3.0922118550755613
1000,5.0,0.01,320,11472,36.3,40.73,1121.860976934433,0.045157109505591674,2.6965348397189417
1000,5.0,0.01,330,11761,28.9,42.65,1144.1479098796844,0.036901303895059676,2.294354539527523
1000,5.0,0.01,340,12112,35.1,35.27,1168.5762000083923,0.04138342620209887,3.036848709988739
1000,5.0,0.01,350,12363,25.1,44.75,1188.832612991333,0.044679246861124906,2.9763935400518364
1000,5.0,0.01,360,12697,33.4,41.5,1213.0560739040375,0.02135408202633048,2.70853029360731
1000,5.0,0.01,370,13045,34.8,37.91,1237.2046520709991,0.014016141048402701,3.095026809395694
1000,5.0,0.01,380,13520,47.5,45.78,1269.560495853424,0.027284338673418358,3.010731106668107
1000,5.0,0.01,390,13919,39.9,55.57,1298.831032037735,0.01342383421088092,3.6403756409556958
1000,5.0,0.01,400,14337,41.8,102.75,1336.3163640499115,0.051597791974158584,3.1136883899413434
1000,5.0,0.01,410,14865,52.8,38.59,1370.4364070892334,0.03179842152665253,2.907183381933411
1000,5.0,0.01,420,15161,29.6,143.73,1407.476310968399,0.03808476204862042,4.053682132762985
1000,5.0,0.01,430,15464,30.3,108.98,1440.1669719219208,0.026768406347407337,4.76536234375158
1000,5.0,0.01,440,15808,34.4,131.94,1478.3597729206085,0.030754581250439703,3.6650079310078736
1000,5.0,0.01,450,16244,43.6,70.54,1512.8602979183197,0.028233290987153305,4.049489129209622
1000,5.0,0.01,460,16550,30.6,237.52,1564.8736720085144,0.03988688262252299,4.638231753218166
1000,5.0,0.01,470,16858,30.8,170.63,1605.9158918857574,0.016417606347508284,4.346420257576233
1000,5.0,0.01,480,17331,47.3,104.57,1645.7691140174866,0.02341427829916849,2.792423464068174
1000,5.0,0.01,490,17740,40.9,59.04,1676.8181359767914,0.03745571221138574,3.499033278926005
1000,5.0,0.01,500,18155,41.5,481.61,1766.660306930542,0.028780406900934963,2.3881374451231587
5000,5.0,0.01,10,222,22.2,86.91,24.354142904281616,0.03998706674110321,3.4470655885572605
5000,5.0,0.01,20,490,26.8,74.1,50.14898681640625,0.06463570008538344,3.4437914063114574
5000,5.0,0.01,30,831,34.1,170.92,93.96443700790405,0.045933077204956395,3.329180888550604
5000,5.0,0.01,40,1190,35.9,95.69,127.11194181442261,0.05286206463434045,11.027074359832755
5000,5.0,0.01,50,1458,26.8,127.02,159.28533363342285,0.0274288756625562,11.972098689529403
5000,5.0,0.01,60,1794,33.6,202.17,205.66266775131226,0.02555536898838662,12.766976587699018
5000,5.0,0.01,70,2329,53.5,87.67,247.69615173339844,0.06801358151832515,9.625104221232617
