seed,lr,global_episode,train_mean_reward,eval_mean_reward,time_seconds
2024,0.1,290,9.2,9.35,1.2482380867004395
2024,0.1,300,9.2,9.35,1.2907860279083252
2024,0.1,310,9.2,9.35,1.33359694480896
2024,0.1,320,9.2,9.35,1.3761708736419678
2024,0.1,330,9.2,9.35,1.4185431003570557
2024,0.1,340,9.2,9.35,1.4610490798950195
2024,0.1,350,9.2,9.35,1.5035088062286377
2024,0.1,360,9.2,9.35,1.5459449291229248
2024,0.1,370,9.2,9.35,1.589324951171875
2024,0.1,380,9.2,9.35,1.6321158409118652
2024,0.1,390,9.2,9.35,1.674394130706787
2024,0.1,400,9.2,9.35,1.7173080444335938
2024,0.1,410,9.2,9.35,1.7600748538970947
2024,0.1,420,9.2,9.35,1.802232027053833
2024,0.1,430,9.2,9.35,1.8452777862548828
2024,0.1,440,9.2,9.35,1.887692928314209
2024,0.1,450,9.2,9.35,1.9305450916290283
2024,0.1,460,9.2,9.35,1.9735028743743896
2024,0.1,470,9.2,9.35,2.0161619186401367
2024,0.1,480,9.2,9.35,2.059356927871704
2024,0.1,490,9.2,9.35,2.1023709774017334
2024,0.1,500,9.2,9.35,2.145716905593872
777,0.1,10,20.2,47.91,0.17885899543762207
777,0.1,20,36.7,11.15,0.2571749687194824
777,0.1,30,11.3,15.58,0.3234748840332031
777,0.1,40,15.6,9.33,0.37276387214660645
777,0.1,50,9.3,9.33,0.41591811180114746
777,0.1,60,9.3,9.33,0.4589810371398926
777,0.1,70,9.3,9.33,0.5018811225891113
777,0.1,80,9.3,9.33,0.5445098876953125
777,0.1,90,9.3,9.33,0.5869519710540771
777,0.1,100,9.3,9.33,0.6297149658203125
777,0.1,110,9.3,9.33,0.6724090576171875
777,0.1,120,9.3,9.33,0.7149748802185059
777,0.1,130,9.3,9.33,0.7578890323638916
777,0.1,140,9.3,9.33,0.800886869430542
777,0.1,150,9.3,9.33,0.8446059226989746
777,0.1,160,9.3,9.33,0.8873260021209717
777,0.1,170,9.3,9.33,0.9300038814544678
777,0.1,180,9.3,9.33,0.9726459980010986
777,0.1,190,9.3,9.33,1.0159060955047607
777,0.1,200,9.3,9.33,1.058683156967163
777,0.1,210,9.3,9.33,1.1007969379425049
777,0.1,220,9.3,9.33,1.143691062927246
777,0.1,230,9.3,9.33,1.1862130165100098
777,0.1,240,9.3,9.33,1.2293648719787598
777,0.1,250,9.3,9.33,1.2720649242401123
777,0.1,260,9.3,9.33,1.3147377967834473
777,0.1,270,9.3,9.33,1.3571691513061523
777,0.1,280,9.3,9.33,1.3994019031524658
777,0.1,290,9.3,9.33,1.4420421123504639
777,0.1,300,9.3,9.33,1.485072135925293
777,0.1,310,9.3,9.33,1.5280168056488037
777,0.1,320,9.3,9.33,1.5708439350128174
777,0.1,330,9.3,9.33,1.6138091087341309
777,0.1,340,9.3,9.33,1.6565837860107422
777,0.1,350,9.3,9.33,1.6995689868927002
777,0.1,360,9.3,9.33,1.7418711185455322
777,0.1,370,9.3,9.33,1.7843918800354004
777,0.1,380,9.3,9.33,1.8266749382019043
777,0.1,390,9.3,9.33,1.8695590496063232
777,0.1,400,9.3,9.33,1.9117529392242432
777,0.1,410,9.3,9.33,1.954289197921753
777,0.1,420,9.3,9.33,1.9971771240234375
777,0.1,430,9.3,9.33,2.0398340225219727
777,0.1,440,9.3,9.33,2.0826680660247803
777,0.1,450,9.3,9.33,2.125154972076416
777,0.1,460,9.3,9.33,2.199415922164917
777,0.1,470,9.3,9.33,2.2423899173736572
777,0.1,480,9.3,9.33,2.285233974456787
777,0.1,490,9.3,9.33,2.328126907348633
777,0.1,500,9.3,9.33,2.3710310459136963
999,0.1,10,23.8,32.57,0.1331477165222168
999,0.1,20,31.0,15.84,0.2198929786682129
999,0.1,30,15.7,29.42,0.33676791191101074
999,0.1,40,29.9,51.15,0.5388920307159424
999,0.1,50,50.2,16.25,0.6495769023895264
999,0.1,60,15.9,16.97,0.7256717681884766
999,0.1,70,17.1,14.19,0.792910099029541
999,0.1,80,14.0,25.92,0.8956599235534668
999,0.1,90,26.7,10.02,0.9589087963104248
999,0.1,100,10.1,9.35,1.002863883972168
999,0.1,110,9.2,9.35,1.045158863067627
999,0.1,120,9.2,9.35,1.0875468254089355
999,0.1,130,9.2,9.35,1.1304149627685547
999,0.1,140,9.2,9.35,1.1731998920440674
999,0.1,150,9.2,9.35,1.2160089015960693
999,0.1,160,9.2,9.35,1.2587010860443115
999,0.1,170,9.2,9.35,1.301487684249878
999,0.1,180,9.2,9.35,1.3443310260772705
999,0.1,190,9.2,9.35,1.3871219158172607
999,0.1,200,9.2,9.35,1.4299046993255615
999,0.1,210,9.2,9.35,1.4729828834533691
999,0.1,220,9.2,9.35,1.515293836593628
999,0.1,230,9.2,9.35,1.5578107833862305
999,0.1,240,9.2,9.35,1.6006219387054443
999,0.1,250,9.2,9.35,1.643730878829956
999,0.1,260,9.2,9.35,1.686264991760254
999,0.1,270,9.2,9.35,1.7286138534545898
999,0.1,280,9.2,9.35,1.7712047100067139
999,0.1,290,9.2,9.35,1.8139009475708008
999,0.1,300,9.2,9.35,1.8561768531799316
999,0.1,310,9.2,9.35,1.8988096714019775
999,0.1,320,9.2,9.35,1.9415359497070312
999,0.1,330,9.2,9.35,1.9844920635223389
999,0.1,340,9.2,9.35,2.027055025100708
999,0.1,350,9.2,9.35,2.0693728923797607
999,0.1,360,9.2,9.35,2.111823797225952
999,0.1,370,9.2,9.35,2.1544907093048096
999,0.1,380,9.2,9.35,2.197190761566162
999,0.1,390,9.2,9.35,2.239386796951294
999,0.1,400,9.2,9.35,2.2818329334259033
999,0.1,410,9.2,9.35,2.324638843536377
999,0.1,420,9.2,9.35,2.3667659759521484
999,0.1,430,9.2,9.35,2.409306049346924
999,0.1,440,9.2,9.35,2.451164960861206
999,0.1,450,9.2,9.35,2.4939420223236084
999,0.1,460,9.2,9.35,2.536367893218994
999,0.1,470,9.2,9.35,2.5782768726348877
999,0.1,480,9.2,9.35,2.621196985244751
999,0.1,490,9.2,9.35,2.664158821105957
999,0.1,500,9.2,9.35,2.7066428661346436
42,0.05,10,18.2,15.3,0.07193803787231445
42,0.05,20,17.4,12.28,0.13309478759765625
42,0.05,30,12.2,120.76,0.5447916984558105
42,0.05,40,78.8,45.5,0.778709888458252
42,0.05,50,38.4,49.8,0.984440803527832
42,0.05,60,49.1,108.43,1.3957366943359375
42,0.05,70,65.4,25.13,1.5511670112609863
42,0.05,80,26.1,24.45,1.6641747951507568
42,0.05,90,24.6,21.9,1.8058359622955322
42,0.05,100,21.2,25.06,1.9127209186553955
42,0.05,110,25.5,39.59,2.07365083694458
42,0.05,120,36.9,55.57,2.298985004425049
42,0.05,130,52.2,73.94,2.6019749641418457
42,0.05,140,73.4,64.09,2.895704746246338
42,0.05,150,61.2,71.78,3.203105926513672
42,0.05,160,84.2,40.04,3.426743984222412
42,0.05,170,36.8,65.66,3.6850287914276123
42,0.05,180,63.5,25.55,3.83860182762146
42,0.05,190,26.3,21.82,3.942722797393799
42,0.05,200,21.3,17.27,4.0254058837890625
42,0.05,210,17.5,15.08,4.0953779220581055
42,0.05,220,14.5,25.88,4.199174880981445
42,0.05,230,27.3,15.62,4.282448768615723
42,0.05,240,15.2,13.59,4.345793962478638
42,0.05,250,13.9,15.89,4.4155168533325195
42,0.05,260,15.6,14.16,4.480785846710205
42,0.05,270,14.2,23.01,4.57355809211731
42,0.05,280,23.2,37.29,4.722278833389282
42,0.05,290,36.3,24.45,4.845209836959839
42,0.05,300,24.5,28.16,4.966213941574097
42,0.05,310,28.4,24.53,5.080224990844727
42,0.05,320,24.9,25.47,5.194439888000488
42,0.05,330,25.8,22.87,5.298680067062378
42,0.05,340,22.5,20.29,5.39094090461731
42,0.05,350,20.2,19.82,5.479875802993774
42,0.05,360,20.0,23.82,5.582602024078369
42,0.05,370,24.1,33.34,5.719864845275879
42,0.05,380,33.6,92.54,6.064850807189941
42,0.05,390,93.6,22.51,6.240108013153076
42,0.05,400,22.5,24.02,6.347817897796631
42,0.05,410,23.9,26.18,6.462027072906494
42,0.05,420,26.4,24.36,6.573906898498535
42,0.05,430,24.6,24.94,6.683555841445923
42,0.05,440,24.9,28.19,6.804312705993652
42,0.05,450,27.9,24.15,6.916849851608276
42,0.05,460,23.8,22.34,7.017736911773682
42,0.05,470,22.0,21.2,7.114474058151245
42,0.05,480,21.2,21.08,7.209606885910034
42,0.05,490,20.8,21.93,7.307799816131592
42,0.05,500,21.8,27.01,7.422590017318726
1337,0.05,10,30.9,9.33,0.06653904914855957
1337,0.05,20,9.3,9.33,0.10995697975158691
1337,0.05,30,9.3,9.33,0.15250205993652344
1337,0.05,40,9.3,9.33,0.19495797157287598
1337,0.05,50,9.3,9.33,0.23767709732055664
1337,0.05,60,9.3,9.33,0.2806880474090576
1337,0.05,70,9.3,9.33,0.32382726669311523
1337,0.05,80,9.3,9.33,0.3667261600494385
1337,0.05,90,9.3,9.33,0.40975308418273926
1337,0.05,100,9.3,9.33,0.45263099670410156
1337,0.05,110,9.3,9.33,0.5089461803436279
1337,0.05,120,9.3,9.33,0.5705273151397705
1337,0.05,130,9.3,9.33,0.613624095916748
1337,0.05,140,9.3,9.33,0.6565601825714111
1337,0.05,150,9.3,9.33,0.7005932331085205
1337,0.05,160,9.3,9.33,0.7432749271392822
1337,0.05,170,9.3,9.33,0.7864141464233398
1337,0.05,180,9.3,9.33,0.8289880752563477
1337,0.05,190,9.3,9.33,0.8722469806671143
1337,0.05,200,9.3,9.33,0.916574239730835
1337,0.05,210,9.3,9.33,0.9613490104675293
1337,0.05,220,9.3,9.33,1.0063490867614746
1337,0.05,230,9.3,9.33,1.0501511096954346
1337,0.05,240,9.3,9.33,1.0933489799499512
1337,0.05,250,9.3,9.33,1.1366360187530518
1337,0.05,260,9.3,9.33,1.179110050201416
1337,0.05,270,9.3,9.33,1.2226171493530273
1337,0.05,280,9.3,9.33,1.2656950950622559
1337,0.05,290,9.3,9.33,1.3089089393615723
1337,0.05,300,9.3,9.33,1.3520989418029785
1337,0.05,310,9.3,9.33,1.3949549198150635
1337,0.05,320,9.3,9.33,1.4378249645233154
1337,0.05,330,9.3,9.33,1.4815351963043213
1337,0.05,340,9.3,9.33,1.5270740985870361
1337,0.05,350,9.3,9.33,1.5707380771636963
1337,0.05,360,9.3,9.33,1.614260196685791
1337,0.05,370,9.3,9.33,1.657865285873413
1337,0.05,380,9.3,9.33,1.700965166091919
1337,0.05,390,9.3,9.33,1.7436480522155762
1337,0.05,400,9.3,9.33,1.7869439125061035
1337,0.05,410,9.3,9.33,1.8298699855804443
1337,0.05,420,9.3,9.33,1.872894287109375
1337,0.05,430,9.3,9.33,1.9163062572479248
1337,0.05,440,9.3,9.33,1.9597759246826172
1337,0.05,450,9.3,9.33,2.0031931400299072
1337,0.05,460,9.3,9.33,2.0466091632843018
1337,0.05,470,9.3,9.33,2.089462995529175
1337,0.05,480,9.3,9.33,2.1327998638153076
1337,0.05,490,9.3,9.33,2.175624132156372
1337,0.05,500,9.3,9.33,2.218636989593506
2024,0.05,10,17.0,9.35,0.05064582824707031
2024,0.05,20,9.8,9.35,0.09447407722473145
2024,0.05,30,11.4,9.35,0.1394650936126709
2024,0.05,40,9.4,9.35,0.182722806930542
2024,0.05,50,9.4,9.35,0.22582697868347168
2024,0.05,60,9.4,9.35,0.26949000358581543
2024,0.05,70,9.4,9.35,0.31290674209594727
2024,0.05,80,9.2,9.35,0.35558295249938965
2024,0.05,90,9.2,9.35,0.39861392974853516
2024,0.05,100,9.2,9.35,0.4419867992401123
2024,0.05,110,9.2,9.35,0.4849381446838379
2024,0.05,120,9.2,9.35,0.5273518562316895
2024,0.05,130,9.2,9.35,0.5702617168426514
2024,0.05,140,9.2,9.35,0.6133089065551758
2024,0.05,150,9.2,9.35,0.6563379764556885
2024,0.05,160,9.2,9.35,0.6989119052886963
2024,0.05,170,9.2,9.35,0.7418320178985596
2024,0.05,180,9.2,9.35,0.7848930358886719
2024,0.05,190,9.2,9.35,0.8278460502624512
2024,0.05,200,9.2,9.35,0.8705799579620361
2024,0.05,210,9.2,9.35,0.9134159088134766
2024,0.05,220,9.2,9.35,0.9562489986419678
2024,0.05,230,9.2,9.35,0.9988141059875488
2024,0.05,240,9.2,9.35,1.0413639545440674
2024,0.05,250,9.4,9.35,1.0846428871154785
2024,0.05,260,9.2,9.35,1.1274011135101318
2024,0.05,270,9.2,9.35,1.1705389022827148
2024,0.05,280,9.2,9.35,1.213386058807373
2024,0.05,290,9.2,9.35,1.2560019493103027
2024,0.05,300,9.2,9.35,1.2989439964294434
2024,0.05,310,9.2,9.35,1.34208083152771
2024,0.05,320,9.2,9.35,1.3852870464324951
2024,0.05,330,9.2,9.35,1.4284377098083496
2024,0.05,340,9.2,9.35,1.4710609912872314
2024,0.05,350,9.2,9.35,1.5135760307312012
2024,0.05,360,9.2,9.35,1.556617021560669
2024,0.05,370,9.2,9.35,1.599531888961792
2024,0.05,380,9.2,9.35,1.6424989700317383
2024,0.05,390,9.2,9.35,1.6853039264678955
2024,0.05,400,9.2,9.35,1.7278339862823486
2024,0.05,410,9.2,9.35,1.7703349590301514
2024,0.05,420,9.2,9.35,1.8129639625549316
2024,0.05,430,9.2,9.35,1.855720043182373
2024,0.05,440,9.2,9.35,1.8987998962402344
2024,0.05,450,9.2,9.35,1.9416677951812744
2024,0.05,460,9.2,9.35,1.9846699237823486
2024,0.05,470,9.2,9.35,2.027308940887451
2024,0.05,480,9.2,9.35,2.0703277587890625
2024,0.05,490,9.2,9.35,2.1129679679870605
2024,0.05,500,9.2,9.35,2.155334949493408
777,0.05,10,20.2,57.48,0.21277523040771484
777,0.05,20,42.8,16.33,0.3150331974029541
777,0.05,30,16.2,11.4,0.3729531764984131
777,0.05,40,11.4,9.33,0.4183981418609619
777,0.05,50,9.3,9.33,0.46108531951904297
777,0.05,60,9.3,9.33,0.5037519931793213
777,0.05,70,9.3,9.33,0.5457532405853271
777,0.05,80,9.3,9.33,0.5883100032806396
777,0.05,90,9.3,9.33,0.6310760974884033
777,0.05,100,9.3,9.33,0.6735191345214844
777,0.05,110,9.3,9.33,0.7159433364868164
777,0.05,120,9.3,9.33,0.7586512565612793
777,0.05,130,9.3,9.33,0.8009412288665771
777,0.05,140,9.3,9.33,0.8438761234283447
777,0.05,150,9.3,9.33,0.8862242698669434
777,0.05,160,9.3,9.33,0.928704023361206
777,0.05,170,9.3,9.33,0.9714052677154541
777,0.05,180,9.3,9.33,1.0141651630401611
777,0.05,190,9.3,9.33,1.0572302341461182
777,0.05,200,9.3,9.33,1.0997951030731201
777,0.05,210,9.3,9.33,1.1430692672729492
777,0.05,220,9.3,9.33,1.1860291957855225
777,0.05,230,9.3,9.33,1.228713035583496
777,0.05,240,9.3,9.33,1.271766185760498
777,0.05,250,9.3,9.33,1.314765214920044
777,0.05,260,9.3,9.33,1.357957124710083
777,0.05,270,9.3,9.33,1.400461196899414
777,0.05,280,9.3,9.33,1.4439332485198975
777,0.05,290,9.3,9.33,1.4867851734161377
777,0.05,300,9.3,9.33,1.5292301177978516
777,0.05,310,9.3,9.33,1.5718052387237549
777,0.05,320,9.3,9.33,1.614603042602539
777,0.05,330,9.3,9.33,1.6577579975128174
777,0.05,340,9.3,9.33,1.7006762027740479
777,0.05,350,9.3,9.33,1.7438342571258545
777,0.05,360,9.3,9.33,1.7867841720581055
777,0.05,370,9.3,9.33,1.8294169902801514
777,0.05,380,9.3,9.33,1.8720142841339111
777,0.05,390,9.3,9.33,1.9151532649993896
777,0.05,400,9.3,9.33,1.9578642845153809
777,0.05,410,9.3,9.33,2.0000641345977783
777,0.05,420,9.3,9.33,2.042884111404419
777,0.05,430,9.3,9.33,2.085850238800049
777,0.05,440,9.3,9.33,2.128427028656006
777,0.05,450,9.3,9.33,2.1712582111358643
777,0.05,460,9.3,9.33,2.2139511108398438
777,0.05,470,9.3,9.33,2.255850076675415
777,0.05,480,9.3,9.33,2.298931121826172
777,0.05,490,9.3,9.33,2.341902256011963
777,0.05,500,9.3,9.33,2.3848042488098145
999,0.05,10,23.8,38.16,0.15129494667053223
999,0.05,20,34.8,170.78,0.7469890117645264
999,0.05,30,164.5,9.33,0.959784984588623
999,0.05,40,9.4,12.56,1.0183680057525635
999,0.05,50,12.3,45.47,1.1826531887054443
999,0.05,60,38.0,51.83,1.3939290046691895
999,0.05,70,57.2,12.07,1.4979100227355957
999,0.05,80,12.0,9.37,1.5458459854125977
999,0.05,90,9.4,9.35,1.5896251201629639
999,0.05,100,9.2,9.35,1.6327290534973145
999,0.05,110,9.2,9.35,1.676093339920044
999,0.05,120,9.2,9.35,1.71871018409729
999,0.05,130,9.2,9.35,1.7617831230163574
999,0.05,140,9.2,9.35,1.8046352863311768
999,0.05,150,9.2,9.35,1.8473730087280273
999,0.05,160,9.2,9.35,1.8900470733642578
999,0.05,170,9.2,9.35,1.9332501888275146
999,0.05,180,9.2,9.35,1.9758341312408447
999,0.05,190,9.2,9.35,2.0183119773864746
999,0.05,200,9.2,9.35,2.0607612133026123
999,0.05,210,9.2,9.35,2.1039581298828125
999,0.05,220,9.2,9.35,2.1467630863189697
999,0.05,230,9.2,9.35,2.1896560192108154
999,0.05,240,9.2,9.35,2.2324631214141846
999,0.05,250,9.2,9.35,2.2748830318450928
999,0.05,260,9.2,9.35,2.3176419734954834
999,0.05,270,9.2,9.35,2.3601012229919434
999,0.05,280,9.2,9.35,2.402400016784668
999,0.05,290,9.2,9.35,2.44437313079834
999,0.05,300,9.2,9.35,2.4864492416381836
999,0.05,310,9.2,9.35,2.529635190963745
999,0.05,320,9.2,9.35,2.5726401805877686
999,0.05,330,9.2,9.35,2.6152782440185547
999,0.05,340,9.2,9.35,2.6578691005706787
999,0.05,350,9.2,9.35,2.700359344482422
999,0.05,360,9.2,9.35,2.743540048599243
999,0.05,370,9.2,9.35,2.7863869667053223
999,0.05,380,9.2,9.35,2.8286919593811035
999,0.05,390,9.2,9.35,2.8715291023254395
999,0.05,400,9.2,9.35,2.9139981269836426
999,0.05,410,9.2,9.35,2.9568450450897217
999,0.05,420,9.2,9.35,2.999587059020996
999,0.05,430,9.2,9.35,3.042617082595825
999,0.05,440,9.2,9.35,3.085045099258423
999,0.05,450,9.2,9.35,3.1278810501098633
999,0.05,460,9.2,9.35,3.170865297317505
999,0.05,470,9.2,9.35,3.213036060333252
999,0.05,480,9.2,9.35,3.2552199363708496
999,0.05,490,9.2,9.35,3.2983951568603516
999,0.05,500,9.2,9.35,3.3413021564483643
42,0.01,10,18.2,31.9,0.12454915046691895
42,0.01,20,28.0,16.48,0.21007108688354492
42,0.01,30,23.7,25.47,0.320328950881958
42,0.01,40,28.3,56.48,0.5353491306304932
42,0.01,50,60.9,15.63,0.6544101238250732
42,0.01,60,16.4,16.49,0.7306191921234131
42,0.01,70,16.4,20.83,0.8191781044006348
42,0.01,80,20.7,35.65,0.9600021839141846
42,0.01,90,38.3,56.21,1.2154202461242676
42,0.01,100,45.4,28.38,1.360429048538208
42,0.01,110,28.3,99.37,1.7173490524291992
42,0.01,120,98.7,84.06,2.0952811241149902
42,0.01,130,69.7,224.1,2.919588088989258
42,0.01,140,206.4,393.39,4.426252126693726
42,0.01,150,146.9,279.91,5.521481990814209
42,0.01,160,130.5,81.08,5.934163331985474
42,0.01,170,70.0,187.32,6.623303174972534
42,0.01,180,173.1,10.83,6.855035066604614
42,0.01,190,10.9,21.04,6.944669246673584
42,0.01,200,13.6,36.71,7.083641052246094
42,0.01,210,33.1,46.47,7.31426215171814
42,0.01,220,37.7,84.76,7.63553524017334
42,0.01,230,75.4,87.65,8.006077289581299
42,0.01,240,76.6,96.14,8.405125141143799
42,0.01,250,72.2,14.76,8.534156084060669
42,0.01,260,15.0,21.35,8.625319242477417
42,0.01,270,19.4,19.39,8.712469100952148
42,0.01,280,21.8,144.54,9.216233968734741
42,0.01,290,132.1,45.58,9.508931159973145
42,0.01,300,43.8,145.75,10.03981900215149
42,0.01,310,90.1,153.07,10.638324975967407
42,0.01,320,114.2,376.65,12.029510259628296
42,0.01,330,308.8,216.19,13.090590000152588
42,0.01,340,191.2,22.56,13.389992952346802
42,0.01,350,23.9,23.13,13.502158164978027
42,0.01,360,23.0,20.79,13.599383115768433
42,0.01,370,21.8,23.47,13.703171014785767
42,0.01,380,24.2,21.4,13.801437139511108
42,0.01,390,22.3,33.1,13.936530113220215
42,0.01,400,42.2,117.85,14.367057085037231
42,0.01,410,119.3,107.25,14.849938154220581
42,0.01,420,107.5,108.18,15.321342945098877
42,0.01,430,108.4,19.84,15.506531000137329
42,0.01,440,20.7,20.01,15.601525068283081
42,0.01,450,20.8,22.53,15.701882123947144
42,0.01,460,22.9,33.14,15.837748050689697
42,0.01,470,33.2,41.69,16.012403964996338
42,0.01,480,43.0,55.48,16.24164915084839
42,0.01,490,52.3,171.04,16.864463090896606
42,0.01,500,165.8,285.87,17.973078966140747
1337,0.01,10,30.9,9.33,0.07131695747375488
1337,0.01,20,12.4,9.33,0.11883807182312012
1337,0.01,30,11.5,9.33,0.16461396217346191
1337,0.01,40,11.0,9.33,0.20933198928833008
1337,0.01,50,9.6,9.33,0.25269103050231934
1337,0.01,60,9.6,9.33,0.29601097106933594
