seed,global_episode,total_steps,train_mean_reward,eval_mean_reward,grad_norm,time_seconds
140,60,1907,36.4,125.74,36.82163211186776,1.2895281314849854
140,70,2531,62.4,80.4,38.960861483358514,1.6351292133331299
140,80,3128,59.7,76.14,42.907692310967946,1.9628069400787354
140,90,3781,65.3,393.58,60.126700005408566,3.3656532764434814
140,100,5218,143.7,100.01,48.53491121686455,3.906198024749756
140,110,6001,78.3,19.74,119.41787497994734,4.067962169647217
140,120,6222,22.1,36.92,39.86564790233383,4.22370719909668
140,130,6571,34.9,197.78,72.49661875299833,4.929650068283081
140,140,7733,116.2,125.77,53.8375790106567,5.486562967300415
140,150,8772,103.9,152.05,136.0545976683917,6.120028257369995
140,160,9050,27.8,470.51,67.3035065217114,7.739490985870361
140,170,10377,132.7,45.18,195.60264417991584,8.042327165603638
140,180,10822,44.5,94.2,46.23226350903776,8.414045095443726
140,190,11462,64.0,175.29,35.84410332735885,9.076773166656494
140,200,12553,109.1,88.22,31.36130390621073,9.504536151885986
140,210,13308,75.5,79.77,112.23701823909063,9.864800930023193
140,220,13925,61.7,206.15,76.36344138311867,10.629240036010742
140,230,16210,228.5,339.76,190.9422398182488,12.047940015792847
140,240,16837,62.7,349.91,78.91884312970423,13.395389080047607
140,250,19203,236.6,456.72,96.28809832938106,15.23361611366272
140,260,21498,229.5,137.59,115.13057820689708,15.981935024261475
140,270,22890,139.2,56.03,118.58259850923761,16.34138321876526
140,280,23478,58.8,131.41,61.44479646935633,16.866677284240723
140,290,24534,105.6,139.23,41.862786918883856,17.46330213546753
140,300,25842,130.8,140.42,53.2717158909081,18.095649003982544
140,310,27124,128.2,325.64,48.651510476710335,19.354064226150513
140,320,29270,214.6,108.91,99.81334292616552,19.971049308776855
140,330,30252,98.2,249.16,122.36400427063741,20.922409296035767
140,340,32349,209.7,247.1,141.61886352493843,22.00479006767273
140,350,34761,241.2,85.62,296.19684297679896,22.584156274795532
140,360,35637,87.6,123.11,24.869399540955477,23.147705078125
140,370,36566,92.9,72.31,48.44161737027942,23.5026752948761
140,380,37198,63.2,91.56,69.92010486729026,23.888181924819946
140,390,38196,99.8,175.5,57.00842250774887,24.610644340515137
140,400,39682,148.6,137.24,50.03676331180504,25.28588104248047
140,410,40819,113.7,151.0,26.854069953220133,25.926995277404785
140,420,42128,130.9,309.57,55.60689493272474,27.126344203948975
140,430,43841,171.3,481.69,35.23017598020873,28.944475173950195
150,10,226,22.6,237.57,8.62521726672896,0.8456530570983887
150,20,500,27.4,35.86,64.21325301393452,1.0015029907226562
150,30,962,46.2,20.83,83.44147672784446,1.1264519691467285
150,40,1204,24.2,66.74,60.486652135133895,1.3837811946868896
150,50,1794,59.0,94.74,37.34756489994687,1.7720661163330078
150,60,2347,55.3,200.09,36.494188183132984,2.512026071548462
150,70,3084,73.7,277.73,77.39806545168187,3.537006139755249
150,80,4270,118.6,153.34,59.85063737266656,4.235982179641724
150,90,5640,137.0,15.67,155.76563638697814,4.451291084289551
150,100,5809,16.9,22.77,33.014962928864726,4.552544116973877
150,110,6031,22.2,132.1,75.3189387642822,5.02099609375
150,120,6892,86.1,137.47,104.84429035201843,5.5977301597595215
150,130,7587,69.5,19.04,214.77213964894807,5.746934175491333
150,140,7790,20.3,24.19,18.61522663344212,5.856703042984009
150,150,8096,30.6,278.89,62.73999127736928,6.848045110702515
150,160,9124,102.8,148.07,59.88971087625168,7.468898057937622
150,170,9778,65.4,135.84,92.55029148435707,8.008934259414673
150,180,11096,131.8,163.73,31.4188337015152,8.716402292251587
150,190,12723,162.7,193.12,46.24084861975841,9.593574285507202
150,200,14521,179.8,147.95,27.32709149070733,10.333652973175049
150,210,15855,133.4,203.13,33.71267876879382,11.206178188323975
150,220,17948,209.3,117.51,114.44748714709661,11.929851293563843
150,230,18834,88.6,110.12,56.66931222498379,12.42913818359375
150,240,19798,96.4,496.37,178.36171986916912,14.671783208847046
160,10,190,19.0,23.53,30.717026193273856,0.15860199928283691
160,20,416,22.6,21.74,26.246530209262563,0.260361909866333
160,30,710,29.4,50.9,32.28403271991301,0.4675016403198242
160,40,1093,38.3,32.15,43.7995003493515,0.621107816696167
160,50,1422,32.9,51.77,49.928835029571935,0.8995850086212158
160,60,1924,50.2,36.65,53.93646907660457,1.0848197937011719
160,70,2305,38.1,65.48,23.38613572575452,1.351233720779419
160,80,2848,54.3,42.88,56.53032958636966,1.5582947731018066
160,90,3233,38.5,62.95,59.64562085449536,1.8154478073120117
160,100,3669,43.6,35.14,81.20467995403004,1.9845118522644043
160,110,4021,35.2,216.66,51.81424122079421,2.762272834777832
160,120,4872,85.1,63.14,36.00100604550225,3.0788626670837402
160,130,5534,66.2,103.06,74.52767811431393,3.510519027709961
160,140,6214,68.0,168.61,18.12047971469777,4.1593687534332275
160,150,6874,66.0,209.36,32.21996067038126,4.9400718212127686
160,160,7686,81.2,90.55,20.690008862950396,5.337166786193848
160,170,8623,93.7,32.18,108.87195710327214,5.55315089225769
160,180,8962,33.9,125.08,50.04861409639282,6.0149476528167725
160,190,9922,96.0,187.49,145.6818616112862,6.755221843719482
160,200,10336,41.4,29.9,52.705543001187216,6.906429767608643
160,210,10613,27.7,178.94,55.03350433063101,7.540249824523926
160,220,11778,116.5,13.81,254.2663981954348,7.717939853668213
160,230,11925,14.7,15.49,10.773057326075985,7.79151177406311
160,240,12101,17.6,62.18,57.00057065536126,8.021196603775024
160,250,12601,50.0,137.17,68.31546588183895,8.533771991729736
160,260,13416,81.5,105.98,127.7550305054699,8.981801986694336
160,270,14018,60.2,465.56,125.94639945410893,10.619738817214966
160,280,16123,210.5,310.12,88.72986181245828,11.942327737808228
160,290,19062,293.9,25.43,415.74905440310425,12.370692729949951
160,300,19340,27.8,33.97,31.16435420191729,12.527711868286133
160,310,19639,29.9,38.05,25.175243768170105,12.696168899536133
160,320,19867,22.8,48.08,13.77614143451443,12.889065980911255
160,330,20281,41.4,69.22,62.69583643555434,13.173667669296265
160,340,20947,66.6,51.69,61.85503415757726,13.423637866973877
160,350,21405,45.8,51.95,103.88890069084358,13.651244640350342
160,360,21925,52.0,86.13,92.21241392187783,13.997438907623291
160,370,22784,85.9,91.08,66.81404411968688,14.40022873878479
160,380,23687,90.3,81.08,50.412619950612964,14.782176971435547
160,390,24351,66.4,98.84,83.86293809299879,15.196445941925049
160,400,25193,84.2,149.09,163.21418060142454,15.838717937469482
160,410,26364,117.1,85.0,74.89784981299323,16.26449465751648
160,420,27201,83.7,79.97,49.509984385516205,16.636116981506348
160,430,27963,76.2,77.82,32.22686371650247,16.991307973861694
160,440,28711,74.8,92.64,82.21286770277509,17.39421582221985
160,450,29595,88.4,144.79,76.35131769724305,17.98451566696167
160,460,30929,133.4,121.47,37.69129093242991,18.54610300064087
160,470,31996,106.7,108.35,96.28795134888682,19.034547805786133
160,480,33069,107.3,73.48,97.89500239727069,19.406437873840332
160,490,33722,65.3,106.78,51.5722126035878,19.843626976013184
160,500,34467,74.5,258.52,146.93912604998582,20.798101902008057
170,10,197,19.7,55.48,36.32987160169698,0.2170391082763672
170,20,489,29.2,63.02,42.59182306561074,0.46227407455444336
170,30,916,42.7,48.14,18.711422684400105,0.6787571907043457
170,40,1235,31.9,26.44,24.471777554927503,0.8078291416168213
170,50,1562,32.7,30.83,9.381677386485768,0.9522192478179932
170,60,1917,35.5,72.03,25.449441707320748,1.2759900093078613
170,70,2365,44.8,55.27,18.232780976277628,1.5168960094451904
170,80,2751,38.6,75.35,22.28329370496013,1.8174312114715576
170,90,3317,56.6,24.51,51.37905711699934,1.9697799682617188
170,100,3562,24.5,58.34,40.11256297062718,2.2013661861419678
170,110,4269,70.7,28.79,77.13669375958573,2.381309986114502
170,120,4573,30.4,80.14,48.869531073438424,2.6950201988220215
170,130,5263,69.0,31.39,90.38100660980857,2.8837530612945557
170,140,5569,30.6,58.52,33.46232218249023,3.1260039806365967
170,150,6287,71.8,46.2,85.86002160561766,3.369565963745117
170,160,6694,40.7,82.84,90.62429225879116,3.699611186981201
170,170,7315,62.1,44.36,106.94696990592901,3.9206652641296387
170,180,7767,45.2,73.63,60.36193319139533,4.220661163330078
170,190,8471,70.4,130.95,66.23857107204725,4.7790610790252686
170,200,9735,126.4,82.04,164.83340810090624,5.2014100551605225
170,210,10340,60.5,152.37,101.44264119461566,5.801285266876221
170,220,11667,132.7,31.23,87.51127135442495,6.062814950942993
170,230,12011,34.4,91.33,62.884285423923835,6.418777227401733
170,240,12823,81.2,93.92,19.49768176650768,6.830440998077393
170,250,13556,73.3,205.17,43.937360157429985,7.605298042297363
170,260,14757,120.1,110.54,109.86483669638517,8.114258050918579
170,270,15376,61.9,140.8,50.54106712231269,8.663798093795776
170,280,16729,135.3,199.07,20.95916829833382,9.485054016113281
170,290,18384,165.5,248.11,54.53347389403788,10.499697923660278
170,300,20429,204.5,482.75,56.24923721299735,12.426438331604004
180,10,263,26.3,106.23,15.293745977188221,0.40178894996643066
180,20,634,37.1,168.06,26.973405281545716,1.0181937217712402
180,30,1024,39.0,21.96,51.24581942722317,1.139359951019287
180,40,1290,26.6,26.54,109.46516026780063,1.263023853302002
180,50,1580,29.0,43.8,25.619593814254994,1.445765733718872
180,60,2142,56.2,76.34,43.28367929852257,1.7706518173217773
180,70,2735,59.3,159.66,16.42879558377545,2.3799307346343994
180,80,3334,59.9,27.8,69.67568645902618,2.5445916652679443
180,90,3631,29.7,125.62,73.42499700214279,3.0447487831115723
180,100,4492,86.1,92.41,22.28896197370354,3.4563589096069336
180,110,5222,73.0,110.74,74.64800353928959,3.917804718017578
180,120,5964,74.2,115.19,112.24832215405623,4.391904592514038
180,130,6497,53.3,493.56,69.15863919024409,6.130321741104126
190,10,194,19.4,9.35,42.663361204281586,0.05745506286621094
190,20,421,22.7,61.8,72.19819086239987,0.2932741641998291
190,30,705,28.4,22.83,44.14020868618634,0.4048120975494385
190,40,942,23.7,63.76,31.107122919677302,0.6497972011566162
190,50,1329,38.7,73.56,19.3828173058934,0.943976879119873
190,60,1718,38.9,106.11,23.139352848394378,1.3491368293762207
190,70,2335,61.7,143.11,28.376999995199565,1.9088408946990967
190,80,3017,68.2,68.11,33.71812929838027,2.217055082321167
190,90,3577,56.0,32.2,80.74049408707452,2.3992040157318115
190,100,3936,35.9,90.45,69.32115703896396,2.7570061683654785
190,110,4769,83.3,51.11,67.85742161732313,3.0299131870269775
190,120,5314,54.5,165.51,37.42379925505039,3.6519219875335693
190,130,6484,117.0,161.95,66.5706493700797,4.331525087356567
190,140,7732,124.8,12.24,215.84633144056684,4.522906064987183
190,150,7864,13.2,19.3,55.83099415438065,4.6110498905181885
190,160,8044,18.0,17.85,8.53652460498964,4.694766998291016
190,170,8225,18.1,19.52,8.838341131970925,4.784290075302124
190,180,8421,19.6,54.24,27.61579980515727,4.99401593208313
190,190,8807,38.6,368.27,85.88141959877291,6.2920918464660645
190,200,10100,129.3,21.75,125.41418820516532,6.515208959579468
190,210,10288,18.8,31.89,22.22744233103231,6.65215802192688
190,220,10618,33.0,149.38,49.13577015503345,7.198803901672363
190,230,12043,142.5,169.4,174.93529131007082,7.974056959152222
190,240,13166,112.3,316.85,80.68811949926896,9.179517030715942
190,250,14744,157.8,131.54,105.89508104995498,9.809587955474854
190,260,15981,123.7,29.0,154.47808998859313,10.052619934082031
190,270,16304,32.3,41.49,40.95376529332428,10.235154867172241
190,280,16722,41.8,59.3,42.095302627075334,10.485956192016602
190,290,17314,59.2,72.54,24.56837334256465,10.799194097518921
190,300,18021,70.7,52.33,37.924400069786046,11.056113004684448
190,310,18507,48.6,80.03,39.63810669563882,11.38089108467102
190,320,19282,77.5,245.12,87.23753551961418,12.294877052307129
190,330,21597,231.5,89.68,207.63201653325746,12.900911092758179
190,340,22520,92.3,170.71,64.56190366881971,13.591261863708496
190,350,23922,140.2,121.26,125.10772963326852,14.158066034317017
190,360,24878,95.6,314.27,161.68316052132005,15.334305047988892
190,370,27369,249.1,498.8,85.08514542018698,17.297893047332764
200,10,188,18.8,28.3,54.39107601118232,0.12969112396240234
200,20,459,27.1,22.56,35.66346804991799,0.23990702629089355
200,30,799,34.0,20.92,70.36395041100896,0.351456880569458
200,40,1086,28.7,56.61,53.79763970356054,0.5769031047821045
200,50,1598,51.2,68.75,13.29896438530654,0.8680770397186279
200,60,2043,44.5,62.23,21.12010512470183,1.1323959827423096
200,70,2390,34.7,24.32,45.68957055858493,1.2565500736236572
200,80,2694,30.4,60.75,39.40598478737653,1.4984071254730225
200,90,3157,46.3,91.1,26.977339311136614,1.8600070476531982
200,100,3760,60.3,147.7,31.101923480545327,2.4578070640563965
200,110,4279,51.9,43.48,52.80798780597984,2.6685118675231934
200,120,4763,48.4,78.33,43.15846380212511,2.990640163421631
200,130,5525,76.2,34.5,65.40165332723042,3.1962971687316895
200,140,5855,33.0,68.88,71.01374866882665,3.471374988555908
200,150,6415,56.0,55.27,57.38249693814167,3.7230520248413086
200,160,6840,42.5,140.49,50.61350439064921,4.247076988220215
200,170,7830,99.0,19.19,134.15567515299017,4.426893949508667
200,180,8035,20.5,75.38,61.434791846334925,4.711374044418335
200,190,8516,48.1,87.49,119.52148764239652,5.0629448890686035
200,200,9038,52.2,184.81,82.9232332067107,5.741486072540283
200,210,10413,137.5,107.45,82.26531001303358,6.258119106292725
200,220,11293,88.0,166.89,87.6109161859811,6.943531036376953
200,230,12448,115.5,23.44,108.95083921294156,7.160839080810547
200,240,12681,23.3,46.76,44.438228683914936,7.353187084197998
200,250,13091,41.0,174.51,76.65946395994271,7.992314100265503
200,260,14845,175.4,281.0,157.14642369270155,9.142350912094116
200,270,16580,173.5,306.69,82.80306500883843,10.38758897781372
200,280,19035,245.5,166.11,135.1863216724796,11.276069164276123
200,290,19732,69.7,224.53,107.73932034332982,12.15126895904541
200,300,21896,216.4,142.89,253.14910061608725,12.914579153060913
200,310,22763,86.7,186.65,59.89384740712993,13.717308044433594
200,320,23947,118.4,112.46,53.04393580379004,14.243353128433228
200,330,24872,92.5,74.58,115.60924910254607,14.611722946166992
200,340,25314,44.2,125.2,103.18934063250352,15.105786085128784
200,350,26636,132.2,147.93,82.15925136691288,15.779484033584595
200,360,28152,151.6,203.12,66.51050436061294,16.655041933059692
200,370,30020,186.8,107.7,94.81776150622579,17.23387622833252
200,380,31033,101.3,94.73,14.413389681532136,17.675849199295044
200,390,31853,82.0,129.19,131.14641370685746,18.21036410331726
200,400,33039,118.6,155.24,58.07047376342491,18.877610206604004
200,410,34576,153.7,360.36,97.19930735318223,20.291626930236816
200,420,38295,371.9,381.19,103.34832386958412,22.02080512046814
200,430,41253,295.8,264.22,91.2562674718465,23.32414722442627
200,440,43934,268.1,95.2,224.8496536923724,23.965309143066406
200,450,44699,76.5,92.21,26.959238239788963,24.379360914230347
200,460,45530,83.1,120.41,66.34392357444511,24.883672952651978
200,470,46695,116.5,215.32,83.25374908581763,25.774019956588745
200,480,48574,187.9,78.75,142.68923954558016,26.26398992538452
200,490,49227,65.3,203.77,169.82933098583817,27.038531064987183
200,500,50995,176.8,100.46,133.0736958598888,27.577954053878784
