seed,lr,damping,global_episode,total_steps,train_mean_reward,eval_mean_reward,time_seconds,grad_norm,fim_condition_number
500,1.0,N/A,40,496,9.3,9.41,0.18355679512023926,0.0,N/A
500,1.0,N/A,50,589,9.3,9.41,0.22595000267028809,0.0,N/A
500,1.0,N/A,60,682,9.3,9.41,0.26812195777893066,0.0,N/A
500,1.0,N/A,70,775,9.3,9.41,0.31037402153015137,0.0,N/A
500,1.0,N/A,80,868,9.3,9.41,0.35248899459838867,0.0,N/A
500,1.0,N/A,90,961,9.3,9.41,0.39480090141296387,0.0,N/A
500,1.0,N/A,100,1054,9.3,9.41,0.4369170665740967,0.0,N/A
500,1.0,N/A,110,1147,9.3,9.41,0.4791219234466553,0.0,N/A
500,1.0,N/A,120,1240,9.3,9.41,0.5212738513946533,0.0,N/A
500,1.0,N/A,130,1333,9.3,9.41,0.5633847713470459,0.0,N/A
500,1.0,N/A,140,1426,9.3,9.41,0.605435848236084,0.0,N/A
500,1.0,N/A,150,1519,9.3,9.41,0.6475260257720947,0.0,N/A
500,1.0,N/A,160,1612,9.3,9.41,0.6895320415496826,0.0,N/A
500,1.0,N/A,170,1705,9.3,9.41,0.7316486835479736,0.0,N/A
500,1.0,N/A,180,1798,9.3,9.41,0.7736668586730957,0.0,N/A
500,1.0,N/A,190,1891,9.3,9.41,0.8155829906463623,0.0,N/A
500,1.0,N/A,200,1984,9.3,9.41,0.8575229644775391,0.0,N/A
500,1.0,N/A,210,2077,9.3,9.41,0.9006967544555664,0.0,N/A
500,1.0,N/A,220,2170,9.3,9.41,0.9449260234832764,0.0,N/A
500,1.0,N/A,230,2263,9.3,9.41,0.9873318672180176,0.0,N/A
500,1.0,N/A,240,2356,9.3,9.41,1.0293869972229004,0.0,N/A
500,1.0,N/A,250,2449,9.3,9.41,1.0715947151184082,0.0,N/A
500,1.0,N/A,260,2542,9.3,9.41,1.1131489276885986,0.0,N/A
500,1.0,N/A,270,2635,9.3,9.41,1.1549367904663086,0.0,N/A
500,1.0,N/A,280,2728,9.3,9.41,1.1963908672332764,0.0,N/A
500,1.0,N/A,290,2821,9.3,9.41,1.237945795059204,0.0,N/A
500,1.0,N/A,300,2914,9.3,9.41,1.2797479629516602,0.0,N/A
500,1.0,N/A,310,3007,9.3,9.41,1.3214809894561768,0.0,N/A
500,1.0,N/A,320,3100,9.3,9.41,1.3628408908843994,0.0,N/A
500,1.0,N/A,330,3193,9.3,9.41,1.404087781906128,0.0,N/A
500,1.0,N/A,340,3286,9.3,9.41,1.4453778266906738,0.0,N/A
500,1.0,N/A,350,3379,9.3,9.41,1.486772060394287,0.0,N/A
500,1.0,N/A,360,3472,9.3,9.41,1.5296509265899658,0.0,N/A
500,1.0,N/A,370,3565,9.3,9.41,1.5725429058074951,0.0,N/A
500,1.0,N/A,380,3658,9.3,9.41,1.6151399612426758,0.0,N/A
500,1.0,N/A,390,3751,9.3,9.41,1.6580660343170166,0.0,N/A
500,1.0,N/A,400,3844,9.3,9.41,1.701474905014038,0.0,N/A
500,1.0,N/A,410,3937,9.3,9.41,1.7440478801727295,0.0,N/A
500,1.0,N/A,420,4030,9.3,9.41,1.7862207889556885,0.0,N/A
500,1.0,N/A,430,4123,9.3,9.41,1.8273429870605469,0.0,N/A
500,1.0,N/A,440,4216,9.3,9.41,1.8686919212341309,0.0,N/A
500,1.0,N/A,450,4309,9.3,9.41,1.9099090099334717,0.0,N/A
500,1.0,N/A,460,4402,9.3,9.41,1.9510679244995117,0.0,N/A
500,1.0,N/A,470,4495,9.3,9.41,1.9921927452087402,0.0,N/A
500,1.0,N/A,480,4588,9.3,9.41,2.033313751220703,0.0,N/A
500,1.0,N/A,490,4681,9.3,9.41,2.074530839920044,0.0,N/A
500,1.0,N/A,500,4774,9.3,9.41,2.1156818866729736,0.0,N/A
100,0.5,N/A,10,118,11.8,9.28,0.04425311088562012,27.849515914916992,N/A
100,0.5,N/A,20,213,9.5,9.28,0.08756399154663086,1.3768930435180664,N/A
100,0.5,N/A,30,308,9.5,9.28,0.12938594818115234,0.0,N/A
100,0.5,N/A,40,403,9.5,9.28,0.17140483856201172,0.0,N/A
100,0.5,N/A,50,498,9.5,9.28,0.21345186233520508,0.0,N/A
100,0.5,N/A,60,593,9.5,9.28,0.25519394874572754,0.0,N/A
100,0.5,N/A,70,688,9.5,9.28,0.29649996757507324,0.0,N/A
100,0.5,N/A,80,783,9.5,9.28,0.3373410701751709,0.0,N/A
100,0.5,N/A,90,878,9.5,9.28,0.37820005416870117,0.0,N/A
100,0.5,N/A,100,973,9.5,9.28,0.41904711723327637,0.0,N/A
100,0.5,N/A,110,1068,9.5,9.28,0.459852933883667,0.0,N/A
100,0.5,N/A,120,1163,9.5,9.28,0.5006160736083984,0.0,N/A
100,0.5,N/A,130,1258,9.5,9.28,0.5414178371429443,0.0,N/A
100,0.5,N/A,140,1353,9.5,9.28,0.5822141170501709,0.0,N/A
100,0.5,N/A,150,1448,9.5,9.28,0.6230230331420898,0.0,N/A
100,0.5,N/A,160,1543,9.5,9.28,0.663773775100708,0.0,N/A
100,0.5,N/A,170,1638,9.5,9.28,0.7046020030975342,0.0,N/A
100,0.5,N/A,180,1733,9.5,9.28,0.7457470893859863,0.0,N/A
100,0.5,N/A,190,1828,9.5,9.28,0.7865078449249268,0.0,N/A
100,0.5,N/A,200,1923,9.5,9.28,0.8272619247436523,0.0,N/A
100,0.5,N/A,210,2018,9.5,9.28,0.8681168556213379,0.0,N/A
100,0.5,N/A,220,2113,9.5,9.28,0.9089899063110352,0.0,N/A
100,0.5,N/A,230,2208,9.5,9.28,0.9497909545898438,0.0,N/A
100,0.5,N/A,240,2303,9.5,9.28,0.9904999732971191,0.0,N/A
100,0.5,N/A,250,2398,9.5,9.28,1.0312449932098389,0.0,N/A
100,0.5,N/A,260,2493,9.5,9.28,1.071969985961914,0.0,N/A
100,0.5,N/A,270,2588,9.5,9.28,1.1127939224243164,0.0,N/A
100,0.5,N/A,280,2683,9.5,9.28,1.15358304977417,0.0,N/A
100,0.5,N/A,290,2778,9.5,9.28,1.194206953048706,0.0,N/A
100,0.5,N/A,300,2873,9.5,9.28,1.2349538803100586,0.0,N/A
100,0.5,N/A,310,2968,9.5,9.28,1.2756907939910889,0.0,N/A
100,0.5,N/A,320,3063,9.5,9.28,1.316378116607666,0.0,N/A
100,0.5,N/A,330,3158,9.5,9.28,1.3569891452789307,0.0,N/A
100,0.5,N/A,340,3253,9.5,9.28,1.3977749347686768,0.0,N/A
100,0.5,N/A,350,3348,9.5,9.28,1.4385650157928467,0.0,N/A
100,0.5,N/A,360,3443,9.5,9.28,1.479273796081543,0.0,N/A
100,0.5,N/A,370,3538,9.5,9.28,1.5199930667877197,0.0,N/A
100,0.5,N/A,380,3633,9.5,9.28,1.5607199668884277,0.0,N/A
100,0.5,N/A,390,3728,9.5,9.28,1.6014440059661865,0.0,N/A
100,0.5,N/A,400,3823,9.5,9.28,1.642197847366333,0.0,N/A
100,0.5,N/A,410,3918,9.5,9.28,1.6829097270965576,0.0,N/A
100,0.5,N/A,420,4013,9.5,9.28,1.723639965057373,0.0,N/A
100,0.5,N/A,430,4108,9.5,9.28,1.764375925064087,0.0,N/A
100,0.5,N/A,440,4203,9.5,9.28,1.8051459789276123,0.0,N/A
100,0.5,N/A,450,4298,9.5,9.28,1.8458218574523926,0.0,N/A
100,0.5,N/A,460,4393,9.5,9.28,1.8880858421325684,0.0,N/A
100,0.5,N/A,470,4488,9.5,9.28,1.9305860996246338,0.0,N/A
100,0.5,N/A,480,4583,9.5,9.28,1.9718220233917236,0.0,N/A
100,0.5,N/A,490,4678,9.5,9.28,2.0126900672912598,0.0,N/A
100,0.5,N/A,500,4773,9.5,9.28,2.0535337924957275,0.0,N/A
200,0.5,N/A,10,188,18.8,16.24,0.0730443000793457,54.391075134277344,N/A
200,0.5,N/A,20,363,17.5,9.41,0.12303900718688965,7.441404819488525,N/A
200,0.5,N/A,30,456,9.3,9.41,0.16447830200195312,4.60632848739624,N/A
200,0.5,N/A,40,549,9.3,9.41,0.20558428764343262,1.3711782693862915,N/A
200,0.5,N/A,50,642,9.3,9.41,0.24669623374938965,1.8744914531707764,N/A
200,0.5,N/A,60,736,9.4,20.63,0.3237621784210205,17.71114158630371,N/A
200,0.5,N/A,70,934,19.8,44.15,0.4866821765899658,25.207204818725586,N/A
200,0.5,N/A,80,1354,42.0,150.41,1.0148353576660156,46.4911994934082,N/A
200,0.5,N/A,90,2885,153.1,80.67,1.4497931003570557,43.09735870361328,N/A
200,0.5,N/A,100,3646,76.1,41.59,1.6767122745513916,41.845211029052734,N/A
200,0.5,N/A,110,4091,44.5,10.01,1.7605912685394287,18.927350997924805,N/A
200,0.5,N/A,120,4194,10.3,10.65,1.8093092441558838,32.51185607910156,N/A
200,0.5,N/A,130,4303,10.9,10.29,1.856100082397461,18.833017349243164,N/A
200,0.5,N/A,140,4409,10.6,10.09,1.9017043113708496,2.3564066886901855,N/A
200,0.5,N/A,150,4513,10.4,10.38,1.947904109954834,15.51633358001709,N/A
200,0.5,N/A,160,4621,10.8,9.68,1.9922339916229248,47.82312774658203,N/A
200,0.5,N/A,170,4719,9.8,9.28,2.0342912673950195,16.771242141723633,N/A
200,0.5,N/A,180,4814,9.5,9.28,2.076003074645996,3.9640378952026367,N/A
200,0.5,N/A,190,4909,9.5,9.28,2.117504119873047,0.0,N/A
200,0.5,N/A,200,5004,9.5,9.28,2.1590611934661865,0.0,N/A
200,0.5,N/A,210,5099,9.5,9.28,2.2007033824920654,0.0,N/A
200,0.5,N/A,220,5194,9.5,9.28,2.242274045944214,0.0,N/A
200,0.5,N/A,230,5289,9.5,9.28,2.283804178237915,0.0,N/A
200,0.5,N/A,240,5384,9.5,9.28,2.3254740238189697,0.0,N/A
200,0.5,N/A,250,5479,9.5,9.28,2.368718147277832,0.0,N/A
200,0.5,N/A,260,5574,9.5,9.28,2.415771245956421,0.0,N/A
200,0.5,N/A,270,5669,9.5,9.28,2.4608960151672363,0.0,N/A
200,0.5,N/A,280,5764,9.5,9.28,2.5036892890930176,0.0,N/A
200,0.5,N/A,290,5859,9.5,9.28,2.5458030700683594,0.0,N/A
200,0.5,N/A,300,5954,9.5,9.28,2.587430238723755,0.0,N/A
200,0.5,N/A,310,6049,9.5,9.28,2.6288740634918213,0.0,N/A
200,0.5,N/A,320,6144,9.5,9.28,2.6701602935791016,0.0,N/A
200,0.5,N/A,330,6239,9.5,9.28,2.7115492820739746,0.0,N/A
200,0.5,N/A,340,6334,9.5,9.28,2.7527523040771484,0.0,N/A
200,0.5,N/A,350,6429,9.5,9.28,2.7938802242279053,0.0,N/A
200,0.5,N/A,360,6524,9.5,9.28,2.8350703716278076,0.0,N/A
200,0.5,N/A,370,6619,9.5,9.28,2.876394033432007,0.0,N/A
200,0.5,N/A,380,6714,9.5,9.28,2.917750120162964,0.0,N/A
200,0.5,N/A,390,6809,9.5,9.28,2.9589521884918213,0.0,N/A
