seed,lr,damping,global_episode,total_steps,train_mean_reward,eval_mean_reward,time_seconds,grad_norm,condition_number
100,0.01,N/A,10,118,11.8,9.72,0.12329983711242676,27.849515914916992,N/A
100,0.01,N/A,20,325,20.7,16.97,0.21167278289794922,50.10914993286133,N/A
100,0.01,N/A,30,562,23.7,22.55,0.3207697868347168,48.35456848144531,N/A
100,0.01,N/A,40,858,29.6,25.69,0.4530487060546875,6.737691879272461,N/A
100,0.01,N/A,50,1097,23.9,25.42,0.5754737854003906,62.568939208984375,N/A
100,0.01,N/A,60,1351,25.4,58.63,0.8143787384033203,23.159587860107422,N/A
100,0.01,N/A,70,1871,52.0,24.05,0.9658088684082031,26.38979148864746,N/A
100,0.01,N/A,80,2207,33.6,41.19,1.1628217697143555,20.745323181152344,N/A
100,0.01,N/A,90,2698,49.1,15.73,1.2789738178253174,115.10830688476562,N/A
100,0.01,N/A,100,2848,15.0,17.7,1.3669629096984863,14.063958168029785,N/A
100,0.01,N/A,110,3030,18.2,35.53,1.5201187133789062,44.650474548339844,N/A
100,0.01,N/A,120,3371,34.1,67.97,1.8054697513580322,27.975833892822266,N/A
100,0.01,N/A,130,4022,65.1,79.29,2.249307870864868,17.6596736907959,N/A
100,0.01,N/A,140,4718,69.6,47.47,2.604703903198242,34.6325798034668,N/A
100,0.01,N/A,150,5238,52.0,130.77,3.1387617588043213,43.6578483581543,N/A
100,0.01,N/A,160,6290,105.2,81.78,3.5599427223205566,14.398872375488281,N/A
100,0.01,N/A,170,7073,78.3,72.49,3.9189486503601074,51.98944091796875,N/A
100,0.01,N/A,180,7756,68.3,202.37,4.7381367683410645,43.90190887451172,N/A
100,0.01,N/A,190,8592,83.6,63.97,5.073704957962036,53.951385498046875,N/A
100,0.01,N/A,200,9071,47.9,100.45,5.506188631057739,87.31668853759766,N/A
100,0.01,N/A,210,9503,43.2,500.0,7.423339605331421,66.26415252685547,N/A
400,0.01,N/A,10,208,20.8,21.84,0.17276692390441895,23.060388565063477,N/A
400,0.01,N/A,20,505,29.7,12.1,0.2544279098510742,56.08388137817383,N/A
400,0.01,N/A,30,680,17.5,90.53,0.605485200881958,50.96564483642578,N/A
400,0.01,N/A,40,1092,41.2,21.52,0.7341980934143066,40.12530517578125,N/A
400,0.01,N/A,50,1333,24.1,52.24,0.9541780948638916,29.00333023071289,N/A
400,0.01,N/A,60,1792,45.9,21.83,1.0955560207366943,33.06468200683594,N/A
400,0.01,N/A,70,2020,22.8,38.61,1.2656478881835938,23.09108543395996,N/A
400,0.01,N/A,80,2377,35.7,49.27,1.490574836730957,13.387860298156738,N/A
400,0.01,N/A,90,2847,47.0,54.36,1.744175910949707,18.269943237304688,N/A
400,0.01,N/A,100,3349,50.2,96.5,2.157719135284424,21.301776885986328,N/A
400,0.01,N/A,110,4050,70.1,47.6,2.597468852996826,31.805736541748047,N/A
400,0.01,N/A,120,4438,38.8,30.27,2.758275032043457,89.69999694824219,N/A
400,0.01,N/A,130,4738,30.0,101.06,3.1654200553894043,53.274452209472656,N/A
400,0.01,N/A,140,5339,60.1,24.83,3.3287479877471924,86.66155242919922,N/A
400,0.01,N/A,150,5606,26.7,30.19,3.4716780185699463,17.34579086303711,N/A
400,0.01,N/A,160,5900,29.4,34.89,3.6325600147247314,11.779862403869629,N/A
400,0.01,N/A,170,6198,29.8,29.32,3.7769558429718018,11.828521728515625,N/A
400,0.01,N/A,180,6497,29.9,58.61,4.026510000228882,30.148345947265625,N/A
400,0.01,N/A,190,6952,45.5,75.49,4.353376150131226,48.5322265625,N/A
400,0.01,N/A,200,7550,59.8,105.62,4.811382055282593,27.374744415283203,N/A
400,0.01,N/A,210,8282,73.2,63.35,5.135128021240234,17.366748809814453,N/A
400,0.01,N/A,220,8925,64.3,60.36,5.438225030899048,39.99669647216797,N/A
400,0.01,N/A,230,9485,56.0,49.75,5.691385984420776,35.05363464355469,N/A
400,0.01,N/A,240,9964,47.9,44.3,5.916540861129761,5.6491007804870605,N/A
400,0.01,N/A,250,10398,43.4,39.6,6.117394924163818,14.81142520904541,N/A
400,0.01,N/A,260,10779,38.1,27.67,6.270600080490112,27.543155670166016,N/A
400,0.01,N/A,270,11081,30.2,42.54,6.471869945526123,27.98018455505371,N/A
400,0.01,N/A,280,11480,39.9,54.44,6.726436138153076,21.186994552612305,N/A
400,0.01,N/A,290,12026,54.6,80.06,7.092049837112427,26.327136993408203,N/A
400,0.01,N/A,300,12859,83.3,49.9,7.377311944961548,71.6919937133789,N/A
400,0.01,N/A,310,13338,47.9,103.37,7.822984933853149,40.13785934448242,N/A
400,0.01,N/A,320,14417,107.9,20.87,8.038947105407715,152.10414123535156,N/A
400,0.01,N/A,330,14627,21.0,36.39,8.204170942306519,46.50159454345703,N/A
400,0.01,N/A,340,15002,37.5,41.53,8.407349109649658,7.545426845550537,N/A
400,0.01,N/A,350,15431,42.9,60.02,8.691823959350586,19.557926177978516,N/A
400,0.01,N/A,360,16000,56.9,414.36,10.340759992599487,90.65785217285156,N/A
400,0.01,N/A,370,19998,399.8,9.28,10.877169847488403,419.2152099609375,N/A
400,0.01,N/A,380,20093,9.5,9.28,10.93946099281311,1.8956177234649658,N/A
400,0.01,N/A,390,20188,9.5,9.28,10.986858129501343,2.459824562072754,N/A
400,0.01,N/A,400,20283,9.5,9.28,11.034468173980713,17.138233184814453,N/A
400,0.01,N/A,410,20378,9.5,9.28,11.08141803741455,0.32149556279182434,N/A
400,0.01,N/A,420,20473,9.5,9.28,11.128461122512817,0.33615249395370483,N/A
400,0.01,N/A,430,20568,9.5,9.28,11.178048133850098,0.35220247507095337,N/A
400,0.01,N/A,440,20663,9.5,9.28,11.226011991500854,0.3698500692844391,N/A
400,0.01,N/A,450,20758,9.5,9.28,11.274785995483398,0.3893415033817291,N/A
400,0.01,N/A,460,20853,9.5,9.28,11.323696851730347,0.4109758138656616,N/A
400,0.01,N/A,470,20948,9.5,9.28,11.373002052307129,0.43512019515037537,N/A
400,0.01,N/A,480,21043,9.5,9.28,11.421281099319458,0.4622304439544678,N/A
400,0.01,N/A,490,21138,9.5,9.28,11.46969199180603,0.4928775131702423,N/A
400,0.01,N/A,500,21233,9.5,9.28,11.517112016677856,0.5277890563011169,N/A
300,0.01,N/A,10,177,17.7,11.67,0.13265275955200195,9.231864929199219,N/A
