lr,seed,global_episode,train_mean_reward,eval_mean_reward,time_seconds
0.1,160,200,50.3,200.58,12.154252052307129
0.1,160,210,49.5,204.59,12.931281805038452
0.1,160,220,33.2,218.69,13.715601921081543
0.1,160,230,81.6,255.73,14.739546775817871
0.1,160,240,58.6,249.34,15.688142776489258
0.1,160,250,69.1,232.85,16.5783269405365
0.1,160,260,52.3,266.93,17.569706916809082
0.1,160,270,60.8,275.66,18.600234031677246
0.1,160,280,67.9,277.37,19.664174795150757
0.1,160,290,64.9,279.02,20.717761993408203
0.1,160,300,53.9,293.31,21.785079956054688
0.1,160,310,57.3,314.96,22.929703950881958
0.1,160,320,94.3,307.94,24.128149032592773
0.1,160,330,81.7,341.77,25.418964862823486
0.1,160,340,87.3,362.92,26.772655725479126
0.1,160,350,118.1,373.55,28.234901905059814
0.1,160,360,52.9,393.49,29.650784015655518
0.1,160,370,128.9,394.41,31.179540872573853
0.1,160,380,116.5,394.17,32.68130397796631
0.1,160,390,82.7,401.99,34.17943978309631
0.1,160,400,99.3,404.53,35.731415033340454
0.1,160,410,137.6,417.99,37.40619087219238
0.1,160,420,121.4,431.21,39.089958906173706
0.1,160,430,90.4,428.7,40.666096925735474
0.1,160,440,153.1,448.12,42.41832399368286
0.1,160,450,143.3,445.19,44.15573787689209
0.1,160,460,126.2,451.59,45.896506786346436
0.1,160,470,129.5,463.41,47.71110391616821
0.1,160,480,168.8,463.7,49.55413198471069
0.1,160,490,195.8,466.44,51.50101709365845
0.1,160,500,145.8,468.91,53.347532987594604
0.1,170,10,19.7,12.42,0.09102177619934082
0.1,170,20,19.1,12.95,0.17503595352172852
0.1,170,30,26.6,13.65,0.2756798267364502
0.1,170,40,20.0,14.32,0.36600708961486816
0.1,170,50,22.9,14.36,0.4613990783691406
0.1,170,60,20.2,14.98,0.5549788475036621
0.1,170,70,26.1,16.1,0.6652359962463379
0.1,170,80,28.6,19.2,0.789860725402832
0.1,170,90,29.9,19.72,0.9170329570770264
0.1,170,100,33.0,25.53,1.070188045501709
0.1,170,110,31.5,29.71,1.235381841659546
0.1,170,120,40.5,40.96,1.454129934310913
0.1,170,130,32.7,46.29,1.6723430156707764
0.1,170,140,45.5,49.51,1.9666099548339844
0.1,170,150,42.5,50.85,2.2214457988739014
0.1,170,160,25.8,61.73,2.481496810913086
0.1,170,170,46.1,72.65,2.81561279296875
0.1,170,180,37.9,74.21,3.143683671951294
0.1,170,190,39.6,101.2,3.5615978240966797
0.1,170,200,42.4,114.59,4.0187578201293945
0.1,170,210,40.7,123.18,4.502779960632324
0.1,170,220,68.6,138.71,5.105417966842651
0.1,170,230,65.2,139.23,5.697552919387817
0.1,170,240,68.6,158.7,6.362492799758911
0.1,170,250,61.7,170.92,7.063612937927246
0.1,170,260,51.1,189.31,7.784566879272461
0.1,170,270,76.4,217.42,8.66162371635437
0.1,170,280,73.5,224.27,9.537668704986572
0.1,170,290,68.0,248.72,10.50515365600586
0.1,170,300,71.1,279.47,11.611969709396362
0.1,170,310,82.1,287.58,12.720341920852661
0.1,170,320,98.7,306.4,13.944852828979492
0.1,170,330,94.0,332.46,15.227808952331543
0.1,170,340,87.8,356.27,16.59946584701538
0.1,170,350,95.0,341.13,17.919516801834106
0.1,170,360,87.0,354.6,19.25774884223938
0.1,170,370,109.5,356.06,20.68830680847168
0.1,170,380,110.8,356.68,22.10334801673889
0.1,170,390,132.6,362.3,23.545785903930664
0.1,170,400,124.5,399.03,25.098092079162598
0.1,170,410,133.2,404.75,26.704701900482178
0.1,170,420,161.8,415.8,28.384948015213013
0.1,170,430,165.1,437.7,30.194451808929443
0.1,170,440,125.2,444.31,31.919240951538086
0.1,170,450,183.3,446.49,33.76827073097229
0.1,170,460,153.7,449.05,35.57227802276611
0.1,170,470,185.3,451.58,37.450376987457275
0.1,170,480,169.8,460.89,39.3371057510376
0.1,170,490,198.9,467.48,41.29345202445984
0.1,170,500,146.7,466.18,43.09997892379761
0.1,180,10,26.3,322.86,1.0983879566192627
0.1,180,20,30.6,209.68,1.8518800735473633
0.1,180,30,27.4,144.69,2.373971939086914
0.1,180,40,26.4,149.96,2.9184579849243164
0.1,180,50,35.6,152.73,3.4955930709838867
0.1,180,60,47.2,155.0,4.13529896736145
0.1,180,70,33.0,175.97,4.782586097717285
0.1,180,80,42.0,205.67,5.5415122509002686
0.1,180,90,33.2,191.6,6.228017091751099
0.1,180,100,56.4,202.14,7.011404037475586
0.1,180,110,39.0,165.92,7.6379570960998535
0.1,180,120,40.7,148.64,8.217335939407349
0.1,180,130,36.4,148.23,8.786196947097778
0.1,180,140,47.6,152.06,9.387682914733887
0.1,180,150,56.2,165.8,10.049179077148438
0.1,180,160,58.3,177.53,10.748579978942871
0.1,180,170,62.0,189.25,11.519587993621826
0.1,180,180,64.1,200.84,12.311800003051758
0.1,180,190,50.2,214.45,13.1529221534729
0.1,180,200,53.1,218.36,13.965781927108765
0.1,180,210,64.5,219.26,14.802875995635986
0.1,180,220,94.4,221.6,15.723958015441895
0.1,180,230,68.0,218.13,16.583779096603394
0.1,180,240,51.5,217.71,17.399887084960938
0.1,180,250,81.7,218.28,18.28286623954773
0.1,180,260,71.2,228.46,19.175994157791138
0.1,180,270,72.5,224.13,20.072202920913696
0.1,180,280,108.7,230.25,21.063318967819214
0.1,180,290,94.2,253.78,22.08611011505127
0.1,180,300,108.3,259.64,23.20280909538269
0.1,180,310,90.3,278.45,24.302297115325928
0.1,180,320,98.9,281.36,25.433177947998047
0.1,180,330,112.5,286.75,26.60788607597351
0.1,180,340,121.5,294.63,27.863443851470947
0.1,180,350,143.6,292.72,29.15541124343872
0.1,180,360,127.3,309.15,30.424840211868286
0.1,180,370,124.7,306.25,31.682564973831177
0.1,180,380,98.7,340.52,33.03464603424072
0.1,180,390,139.7,347.95,34.45728302001953
0.1,180,400,95.2,355.45,35.81857705116272
0.1,180,410,103.0,368.71,37.24069285392761
0.1,180,420,128.6,393.2,38.788883209228516
0.1,180,430,166.6,397.07,40.42513298988342
0.1,180,440,126.2,423.72,42.07968497276306
0.1,180,450,142.5,423.99,43.75832796096802
0.1,180,460,173.9,414.12,45.47403597831726
0.1,180,470,136.4,424.75,47.18729901313782
0.1,180,480,186.8,429.79,48.96756291389465
0.1,180,490,145.6,431.98,50.68896818161011
0.1,180,500,164.4,433.04,52.50300407409668
0.1,190,10,19.4,9.33,0.08345413208007812
0.1,190,20,22.0,9.33,0.1618962287902832
0.1,190,30,21.2,9.33,0.23905706405639648
0.1,190,40,16.7,9.33,0.3070502281188965
0.1,190,50,21.0,11.22,0.3895442485809326
0.1,190,60,23.6,94.13,0.7473232746124268
0.1,190,70,27.8,179.27,1.389430046081543
0.1,190,80,32.8,200.66,2.1213932037353516
0.1,190,90,29.4,224.84,2.9220709800720215
0.1,190,100,20.9,208.28,3.659796953201294
0.1,190,110,35.2,348.36,4.877961158752441
0.1,190,120,26.4,471.47,6.4826979637146
0.1,190,130,23.5,490.09,8.181853294372559
0.1,200,10,18.8,9.48,0.07496905326843262
0.1,200,20,20.2,9.96,0.152878999710083
0.1,200,30,26.2,10.77,0.244581937789917
0.1,200,40,19.3,11.08,0.32363414764404297
0.1,200,50,17.8,11.62,0.40204501152038574
0.1,200,60,19.9,12.34,0.4867238998413086
0.1,200,70,23.2,12.25,0.5785908699035645
0.1,200,80,25.1,12.66,0.6740849018096924
0.1,200,90,24.8,14.0,0.773953914642334
0.1,200,100,24.7,20.17,0.8932991027832031
0.1,200,110,23.1,20.73,1.0129058361053467
0.1,200,120,26.1,23.6,1.1474080085754395
0.1,200,130,22.6,26.27,1.2831578254699707
0.1,200,140,18.0,189.44,1.9583649635314941
0.1,200,150,27.5,171.54,2.5725951194763184
0.1,200,160,28.9,243.58,3.448402166366577
0.1,200,170,28.9,129.2,3.93874192237854
0.1,200,180,44.9,128.53,4.45765495300293
0.1,200,190,28.0,127.9,4.944528102874756
0.1,200,200,27.9,138.16,5.453662872314453
0.1,200,210,39.4,152.47,6.054197788238525
0.1,200,220,49.2,156.02,6.664355993270874
0.1,200,230,56.1,159.92,7.314752817153931
0.1,200,240,37.7,161.14,7.923856973648071
0.1,200,250,30.4,196.84,8.64100193977356
0.1,200,260,36.9,187.17,9.36474895477295
0.1,200,270,50.4,176.8,10.049849033355713
0.1,200,280,59.7,179.71,10.766110181808472
0.1,200,290,66.6,184.05,11.501598119735718
0.1,200,300,65.9,191.77,12.26819396018982
0.1,200,310,70.0,200.44,13.073151111602783
0.1,200,320,73.7,204.37,13.911701917648315
0.1,200,330,63.1,308.87,15.059368133544922
0.1,200,340,67.0,500.0,16.82199215888977
