seed,lr,damping,global_episode,total_steps,train_mean_reward,eval_mean_reward,time_seconds,grad_norm,fim_condition_number
1000,0.005,nan,10,290,29.0,49.88,0.27335286140441895,28.40293312072754,N/A
1000,0.005,nan,20,661,37.1,74.78,0.5794417858123779,21.486764907836914,N/A
1000,0.005,nan,30,990,32.9,81.22,0.9003467559814453,30.67754364013672,N/A
1000,0.005,nan,40,1550,56.0,125.4,1.4000959396362305,31.436859130859375,N/A
1000,0.005,nan,50,2044,49.4,22.31,1.5713467597961426,63.908626556396484,N/A
1000,0.005,nan,60,2313,26.9,105.3,1.9813969135284424,62.88106155395508,N/A
1000,0.005,nan,70,2978,66.5,19.07,2.1293399333953857,94.81330871582031,N/A
1000,0.005,nan,80,3181,20.3,32.28,2.2724509239196777,32.514339447021484,N/A
1000,0.005,nan,90,3487,30.6,257.94,3.223395824432373,52.121299743652344,N/A
1000,0.005,nan,100,4508,102.1,153.56,3.8807506561279297,54.73431396484375,N/A
1000,0.005,nan,110,5300,79.2,195.8,4.722981691360474,86.00271606445312,N/A
1000,0.005,nan,120,6034,73.4,275.81,5.783909797668457,89.60099792480469,N/A
1000,0.005,nan,130,7537,150.3,128.98,6.42113184928894,42.19390869140625,N/A
1000,0.005,nan,140,8383,84.6,40.45,6.661667108535767,160.1820831298828,N/A
1000,0.005,nan,150,8610,22.7,495.6,8.474567890167236,81.30268096923828,N/A
2000,0.005,nan,10,283,28.3,45.08,0.18907403945922852,48.2591552734375,N/A
2000,0.005,nan,20,656,37.3,22.46,0.31482410430908203,62.4910888671875,N/A
2000,0.005,nan,30,940,28.4,54.18,0.5470120906829834,29.48402976989746,N/A
2000,0.005,nan,40,1453,51.3,29.64,0.7122781276702881,51.52640914916992,N/A
2000,0.005,nan,50,1767,31.4,23.56,0.8344509601593018,16.792842864990234,N/A
2000,0.005,nan,60,2046,27.9,102.28,1.2226192951202393,59.82142639160156,N/A
2000,0.005,nan,70,2668,62.2,48.72,1.462083101272583,49.8443489074707,N/A
