seed,global_episode,total_steps,train_mean_reward,eval_mean_reward,grad_norm,time_seconds
180,20,698,43.5,39.01,60.16011693832457,0.49844813346862793
180,30,1093,39.5,38.09,31.965822040632588,0.6673169136047363
180,40,1503,41.0,66.18,106.98860640099066,0.9296691417694092
180,50,1878,37.5,92.86,55.040030708852385,1.2745640277862549
180,60,2467,58.9,191.43,33.52627347996053,1.9725430011749268
180,70,3147,68.0,85.44,42.0806477686501,2.331861972808838
180,80,3819,67.2,78.06,26.181866432884945,2.6656298637390137
180,90,4318,49.9,76.06,37.67578081729738,2.9730589389801025
180,100,4892,57.4,81.59,111.89718104989069,3.304953098297119
180,110,5639,74.7,85.12,25.222595399811166,3.670746088027954
180,120,6364,72.5,90.67,79.14147224080143,4.090800046920776
180,130,7188,82.4,131.78,50.57892510014904,4.612837076187134
180,140,7992,80.4,223.46,28.497667704344828,5.432434797286987
180,150,8819,82.7,191.95,60.15573710875509,6.154944896697998
180,160,9651,83.2,132.78,57.87682018650592,6.694194078445435
180,170,10502,85.1,116.01,37.633866229909195,7.202790975570679
180,180,11504,100.2,108.5,53.111422834807925,7.678273916244507
180,190,12485,98.1,97.96,37.04336043422097,8.114962100982666
180,200,13316,83.1,100.52,64.31133485678535,8.544839143753052
180,210,14196,88.0,110.6,62.08949218022078,9.018337965011597
180,220,15093,89.7,154.06,126.13747953642888,9.629793882369995
180,230,16230,113.7,236.89,112.98759397688691,10.538327932357788
180,240,17664,143.4,313.68,88.93564346002671,11.7415030002594
180,250,19391,172.7,353.97,144.18850093672097,13.114229917526245
180,260,20843,145.2,320.24,91.08242937654002,14.334878921508789
180,270,22624,178.1,271.93,91.22066145092582,15.459310054779053
180,280,24558,193.4,198.73,240.06289455507286,16.367537021636963
180,290,26570,201.2,195.44,252.47485847856655,17.238528966903687
180,300,28352,178.2,204.1,104.83466047240165,18.111613035202026
180,310,30224,187.2,229.33,114.42257347998775,19.071818828582764
180,320,32462,223.8,275.88,93.39931518399584,20.263837099075317
180,330,35085,262.3,344.7,60.45890860837251,21.694247007369995
180,340,38047,296.2,430.81,48.631999015766205,23.451910972595215
180,350,41715,366.8,496.86,278.0524945260681,25.53187918663025
190,10,194,19.4,9.35,42.663361204281586,0.06837606430053711
190,20,421,22.7,16.53,35.845319073777084,0.14949488639831543
190,30,707,28.6,34.12,34.39866523494361,0.29332900047302246
190,40,985,27.8,75.69,75.4952637515891,0.571281909942627
190,50,1294,30.9,93.63,50.65186249034052,0.9238100051879883
190,60,1607,31.3,79.71,39.23710390711139,1.2238388061523438
190,70,2054,44.7,109.61,37.942840804157406,1.6364948749542236
190,80,2600,54.6,139.79,25.38591019215885,2.156860113143921
190,90,3022,42.2,116.78,45.37171752784902,2.5883030891418457
190,100,3715,69.3,86.61,40.24837208134461,2.947495937347412
190,110,4311,59.6,86.65,12.271181164936353,3.299846887588501
190,120,5150,83.9,94.5,43.100774929344674,3.6991729736328125
190,130,6202,105.2,112.43,97.00347881337461,4.179815769195557
190,140,7064,86.2,205.13,40.15764502953362,4.957105875015259
190,150,8112,104.8,227.3,50.56915783552005,5.8276379108428955
190,160,9029,91.7,216.06,75.59178478082893,6.636070728302002
190,170,10197,116.8,245.51,90.87194826373585,7.566509008407593
190,180,11726,152.9,342.9,124.31854474803443,8.955435991287231
190,190,13492,176.6,376.08,84.10270665096658,10.473191738128662
190,200,15929,243.7,408.09,96.0773887327515,12.090672969818115
190,210,17845,191.6,452.35,104.5372099854545,13.788169860839844
190,220,20236,239.1,458.74,104.26324205176785,15.542768001556396
190,230,22975,273.9,496.89,153.5990144146867,17.50746989250183
200,10,188,18.8,28.28,54.39107601118232,0.12985610961914062
200,20,480,29.2,44.66,16.85194292981572,0.32285189628601074
200,30,924,44.4,50.29,61.48098811665247,0.5431389808654785
200,40,1196,27.2,55.49,39.32646968259162,0.7671029567718506
200,50,1574,37.8,53.41,15.783464868466078,0.9845120906829834
200,60,2018,44.4,57.11,62.27940276606434,1.2207140922546387
200,70,2481,46.3,61.53,14.691962603792096,1.4794881343841553
200,80,2998,51.7,64.82,48.04930320376173,1.7539589405059814
200,90,3436,43.8,66.38,58.594272000745015,2.0255379676818848
200,100,3944,50.8,68.6,28.400484945803562,2.310683012008667
200,110,4584,64.0,73.24,25.7461463149339,2.6242661476135254
200,120,5259,67.5,70.99,68.04540973010448,2.935441017150879
200,130,6162,90.3,68.5,38.15405631703635,3.2631890773773193
200,140,6861,69.9,71.22,45.620766805050806,3.580937147140503
200,150,7446,58.5,77.94,37.326471189597044,3.9170939922332764
200,160,8124,67.8,83.92,31.04134973923875,4.273676156997681
200,170,8850,72.6,97.91,54.48599050479383,4.682356119155884
200,180,9704,85.4,129.95,36.70343612062945,5.206264972686768
200,190,10452,74.8,151.57,81.65660995189938,5.788293838500977
200,200,11151,69.9,116.31,67.13983020546786,6.250273942947388
200,210,12069,91.8,102.74,67.17789090464214,6.691785097122192
200,220,13168,109.9,141.88,134.25542108271827,7.324225902557373
200,230,14356,118.8,194.67,176.03273732215848,8.10890507698059
200,240,16000,164.4,450.71,159.9535911969526,9.852607011795044
200,250,17586,158.6,421.04,189.64471245258966,11.462604761123657
200,260,19878,229.2,420.37,94.33572782932748,13.13758897781372
200,270,23111,323.3,482.9,286.06213411592836,15.095935106277466
